GeneID,#Name,Accession,Start,Stop,Strand,Locus,Locus tag,Protein product,Length,Protein Name
939783,chromosome,NC_000964.3,1157237,1159081,-,asnO,BSU10790,NP_388960.2,614,asparagine synthetase (sporulation related)
2914284,chromosome,NC_000964.3,1159211,1159690,-,yizA,BSU10800,YP_054576.1,159,conserved hypothetical protein (sporulation related)
936353,chromosome,NC_000964.3,1159922,1160746,-,farP,BSU10810,NP_388961.1,274,farnesyl diphosphate phosphatase
939335,chromosome,NC_000964.3,1160776,1162143,-,yisQ,BSU10820,NP_388962.1,455,putative Na(+)-driven efflux transporter
936352,chromosome,NC_000964.3,1162267,1163130,-,yisR,BSU10830,NP_388963.1,287,putative transcriptional regulator (AraC/XylS family)
936363,chromosome,NC_000964.3,1163148,1164161,-,iolQ,BSU10840,NP_388964.1,337,transcriptional repressor of iolX (LacI family)
939785,chromosome,NC_000964.3,1164370,1165398,-,iolX,BSU10850,NP_388965.1,342,scyllo-inositol 2-dehydrogenase (NAD(+))
936355,chromosome,NC_000964.3,1165449,1165958,-,yisT,BSU10860,NP_388966.2,169,putative enzyme regulator of activity
939338,chromosome,NC_000964.3,1166008,1166670,-,yisU,BSU10870,NP_388967.1,220,putative aminoacid related metabolite efflux transporter
936360,chromosome,NC_000964.3,1166737,1168191,-,yisV,BSU10880,NP_388968.2,484,putative PLP-dependent transcriptional regulator
939343,chromosome,NC_000964.3,1168199,1168837,-,yisX,BSU10890,NP_388970.1,212,conserved hypothetical protein
939790,chromosome,NC_000964.3,1169043,1169849,-,yisY,BSU10900,NP_388971.1,268,putative acyl hydrolase or peroxidase
936359,chromosome,NC_000964.3,1169877,1170476,-,yisZ,BSU10910,NP_388972.1,199,putative adenylylsulfate kinase
939334,chromosome,NC_000964.3,1170473,1171642,-,yitA,BSU10920,NP_388973.2,389,putative sulfate adenylyltransferase
939787,chromosome,NC_000964.3,1171755,1172465,-,yitB,BSU10930,NP_388974.2,236,putative phospho-adenylylsulfate reductase
936357,chromosome,NC_000964.3,1172650,1173336,-,slpH,BSU10940,NP_388975.1,228,"2-phospho,3-sulfolactate phosphatase (sporulation related)"
939794,chromosome,NC_000964.3,1173333,1174091,-,slpS,BSU10950,NP_388976.1,252,2-phospho-3-sulfolactate synthase
936377,chromosome,NC_000964.3,1174136,1174765,-,yitE,BSU10960,NP_388977.1,209,putative integral inner membrane protein
939345,chromosome,NC_000964.3,1174861,1175976,-,yitF,BSU10970,NP_388978.1,371,putative enolase superfamily enzyme (isomerase / dehydratase)
939791,chromosome,NC_000964.3,1175985,1177253,-,yitG,BSU10980,NP_388979.1,422,putative efflux transporter
936361,chromosome,NC_000964.3,1177365,1178213,-,yitH,BSU10990,NP_388980.1,282,putative N-acetyltransferase
939344,chromosome,NC_000964.3,1178218,1178667,-,yitI,BSU11000,NP_388981.2,149,putative N-acetyltransferase
939796,chromosome,NC_000964.3,1178757,1180595,-,samT,BSU11010,NP_388982.1,612,"bifunctional homocysteine S-methyltransferase using (R,S)AdoMet and methylenetetrahydrofolate reductase"
936375,chromosome,NC_000964.3,1180909,1181400,-,yitK,BSU11020,NP_388983.1,163,putative RNA or cyclic d-GMP binding protein
939792,chromosome,NC_000964.3,1181499,1182395,-,yitL,BSU11030,NP_388984.1,298,RNA-binding protein
936374,chromosome,NC_000964.3,1182448,1183032,-,yitM,BSU11040,NP_388985.1,194,conserved hypothetical protein
936373,chromosome,NC_000964.3,1183029,1183958,-,yitO,BSU11055,NP_388987.2,309,putative integral inner membrane protein with HTTM domain
939348,chromosome,NC_000964.3,1183943,1184479,-,yitP,BSU11070,NP_388988.1,178,conserved hypothetical protein
8302950,chromosome,NC_000964.3,1184657,1185004,-,yizB,BSU11079,YP_003097701.1,115,putative transcriptional regulator
939797,chromosome,NC_000964.3,1185001,1185588,-,yitQ,BSU11080,NP_388989.2,195,conserved protein of unknown function
939798,chromosome,NC_000964.3,1185608,1185901,-,yitR,BSU11090,NP_388990.1,97,conserved protein of unknown function
936384,chromosome,NC_000964.3,1186037,1187653,-,nprB,BSU11100,NP_388991.1,538,extracellular neutral protease B
936376,chromosome,NC_000964.3,1187700,1188551,-,fakBB,BSU11110,NP_388992.1,283,fatty acid kinase fatty acid binding subunit B
939346,chromosome,NC_000964.3,1188689,1189531,-,yitT,BSU11120,NP_388993.1,280,putative integral membrane protein
936380,chromosome,NC_000964.3,1189646,1190005,-,ipi,BSU11130,NP_388994.1,119,intracellular proteinase inhibitor BsuPI
8303093,chromosome,NC_000964.3,1190036,1190233,-,yizC,BSU11139,YP_003097702.1,65,conserved hypothetical protein; genus orphan
939795,chromosome,NC_000964.3,1190490,1191302,-,ribZC,BSU11140,NP_388995.1,270,"5-amino-6-ribitylamino-2,4(1H, 3H)-pyrimidinedione 5\\'-phosphate phosphatase (promiscuous)"
939350,chromosome,NC_000964.3,1191423,1192190,-,yitV,BSU11150,NP_388996.1,255,putative carboxylesterase
936378,chromosome,NC_000964.3,1192254,1192562,-,yitW,BSU11160,NP_388997.1,102,"putative protein involved in Fe-S cluster assembly, PaaD-like"
939799,chromosome,NC_000964.3,1192858,1194288,-,yitY,BSU11170,NP_388999.3,476,putative FMN/FAD-binding oxidoreductase
939355,chromosome,NC_000964.3,1194333,1194827,-,yitZ,BSU11180,NP_389000.1,164,putative transport protein
936389,chromosome,NC_000964.3,1195034,1196071,-,argC,BSU11190,NP_389001.2,345,N-acetylglutamate gamma-semialdehyde dehydrogenase
939800,chromosome,NC_000964.3,1196091,1197311,-,argJ,BSU11200,NP_389002.2,406,ornithine acetyltransferase; amino-acid acetyltransferase
936381,chromosome,NC_000964.3,1197326,1198102,-,argB,BSU11210,NP_389003.1,258,N-acetylglutamate 5-phosphotransferase (acetylglutamate kinase)
939357,chromosome,NC_000964.3,1198099,1199256,-,argD,BSU11220,NP_389004.2,385,N-acetylornithine aminotransferase
936387,chromosome,NC_000964.3,1199327,1200388,-,carA,BSU11230,NP_389005.2,353,arginine-specific carbamoyl-phosphate synthetase (small subunit)
939353,chromosome,NC_000964.3,1200381,1203473,-,carB,BSU11240,NP_389006.3,1030,arginine-specific carbamoyl-phosphate synthetase (large subunit)
936386,chromosome,NC_000964.3,1203461,1204420,-,argF,BSU11250,NP_389007.1,319,ornithine carbamoyltransferase
936385,chromosome,NC_000964.3,1204506,1204685,-,yjzC,BSU11260,NP_389008.1,59,conserved hypothetical protein
939364,chromosome,NC_000964.3,1204731,1204916,-,yjzD,BSU11270,NP_389009.1,61,forespore targeted protein
936395,chromosome,NC_000964.3,1205165,1205899,-,yjaU,BSU11280,NP_389010.1,244,conserved hypothetical protein
939802,chromosome,NC_000964.3,1205981,1206538,-,yjaV,BSU11290,NP_389011.2,185,putative NAD(P) binding enzyme
936388,chromosome,NC_000964.3,1206629,1207582,-,med,BSU11300,NP_389012.2,317,positive regulator of comK
939358,chromosome,NC_000964.3,1207597,1207788,-,comZ,BSU11310,NP_389013.1,63,putative late competence gene
939366,chromosome,NC_000964.3,1207818,1208057,-,yjzB,BSU11320,NP_389014.1,79,spore coat protein
936392,chromosome,NC_000964.3,1208222,1209160,-,fabHA,BSU11330,NP_389015.1,312,beta-ketoacyl-acyl carrier protein synthase III 1
939803,chromosome,NC_000964.3,1209183,1210424,-,fabF,BSU11340,NP_389016.1,413,beta-ketoacyl-acyl carrier protein synthase II (involved in pimelate synthesis)
939806,chromosome,NC_000964.3,1210500,1211285,-,yjaZ,BSU11350,NP_389017.1,261,conserved hypothetical protein
936391,chromosome,NC_000964.3,1211477,1212463,-,appD,BSU11360,NP_389018.1,328,oligopeptide ABC transporter (ATP-binding protein)
936390,chromosome,NC_000964.3,1212460,1213449,-,appF,BSU11370,NP_389019.2,329,oligopeptide ABC transporter (ATP-binding protein)
936400,chromosome,NC_000964.3,1215243,1216193,-,appB,BSU11390,NP_389021.2,316,oligopeptide ABC transporter (permease)
936394,chromosome,NC_000964.3,1216210,1217121,-,appC,BSU11400,NP_389022.1,303,oligopeptide ABC transporter (permease)
939369,chromosome,NC_000964.3,1217326,1218078,-,yjbA,BSU11410,NP_389023.1,250,putative sporulation nucleic acid binding protein
939361,chromosome,NC_000964.3,1218113,1219105,-,trpS,BSU11420,NP_389024.1,330,tryptophanyl-tRNA synthetase
936398,chromosome,NC_000964.3,1219849,1221486,-,oppA,BSU11430,NP_389025.1,545,oligopeptide ABC transporter (binding lipoprotein)
936397,chromosome,NC_000964.3,1221594,1222529,-,oppB,BSU11440,NP_389026.1,311,oligopeptide ABC transporter (permease)
936396,chromosome,NC_000964.3,1222533,1223450,-,oppC,BSU11450,NP_389027.1,305,oligopeptide ABC transporter (permease)
939814,chromosome,NC_000964.3,1223455,1224531,-,oppD,BSU11460,NP_389028.1,358,oligopeptide ABC transporter (ATP-binding protein)
936410,chromosome,NC_000964.3,1224533,1225450,-,oppF,BSU11470,NP_389029.1,305,oligopeptide ABC transporter (ATP-binding protein)
936399,chromosome,NC_000964.3,1225557,1226774,-,yjbB,BSU11480,NP_389030.2,405,putative exporter
939373,chromosome,NC_000964.3,1226938,1227516,-,yjbC,BSU11490,NP_389031.2,192,putative thiol oxidation management factor; putative acetyltransferase
936407,chromosome,NC_000964.3,1227697,1228092,-,spxA,BSU11500,NP_389032.1,131,redox-sensitive regulator
939805,chromosome,NC_000964.3,1228135,1228791,-,yjbE,BSU11510,NP_389033.1,218,putative membrane protein of unknown function
37862830,chromosome,NC_000964.3,1228961,1229101,-,,BSU11515,YP_009513949.1,46,conserved hypothetical protein
936406,chromosome,NC_000964.3,1229068,1229724,-,mecA,BSU11520,NP_389034.1,218,adaptor protein controlling oligomerization of the AAA+ protein ClpC
37862831,chromosome,NC_000964.3,1229719,1229841,-,,BSU11525,YP_009513950.1,40,conserved hypothetical protein
939370,chromosome,NC_000964.3,1229915,1231036,-,coiA,BSU11530,NP_389035.1,373,protein involved in establishment of DNA transport in competence
936404,chromosome,NC_000964.3,1231083,1233095,-,pepF,BSU11540,NP_389036.2,670,oligoendopeptidase F
8303008,chromosome,NC_000964.3,1233133,1233300,-,yizD,BSU11549,YP_003097703.1,55,conserved hypothetical protein
939365,chromosome,NC_000964.3,1233614,1234513,-,spxH,BSU11550,NP_389037.2,299,thiol management effector of SpxA degradation
936416,chromosome,NC_000964.3,1234510,1234908,-,yjbI,BSU11560,NP_389038.1,132,putative thiol management oxidoreductase component
939382,chromosome,NC_000964.3,1235163,1235708,-,cwlQ,BSU11570,NP_389039.1,181,bifunctional muramidase and murein lytic transglycosylase
936408,chromosome,NC_000964.3,1235912,1236484,-,yjbK,BSU11580,NP_389040.1,190,putative RNA/thiamine triphosphatase
939376,chromosome,NC_000964.3,1236609,1236977,-,yjbL,BSU11590,NP_389041.1,122,conserved protein of unknown function
939809,chromosome,NC_000964.3,1237006,1237641,-,relP,BSU11600,NP_389042.1,211,(p)ppGpp synthetase
936414,chromosome,NC_000964.3,1237660,1238460,-,ppnKA,BSU11610,NP_389043.1,266,inorganic polyphosphate/ATP-NAD kinase (quinolate activated)
939808,chromosome,NC_000964.3,1238523,1239374,-,yjbO,BSU11620,NP_389044.1,283,pseudouridylate synthase
936412,chromosome,NC_000964.3,1239387,1240121,-,prpE,BSU11630,NP_389045.1,244,phosphorylated protein phosphatase E and diadenosine-polyphosphate hydrolase
939371,chromosome,NC_000964.3,1240356,1242200,-,kefQ,BSU11640,NP_389046.1,614,gated K+/H+ antiporter
939807,chromosome,NC_000964.3,1242449,1243159,-,tenA,BSU11650,NP_389047.1,236,thiaminase II
936411,chromosome,NC_000964.3,1243134,1243751,-,tenI,BSU11660,NP_389048.1,205,thiazole tautomerase
939377,chromosome,NC_000964.3,1243735,1244844,-,thiO,BSU11670,NP_389049.1,369,FAD-dependent glycine oxidase
939811,chromosome,NC_000964.3,1244844,1245044,-,thiS,BSU11680,NP_389050.1,66,sulfur carrier for synthesis of hydroxyethylthiazole phosphate
936422,chromosome,NC_000964.3,1245041,1245811,-,thiG,BSU11690,NP_389051.1,256,hydroxyethylthiazole phosphate synthetase (thiamine biosynthesis)
939816,chromosome,NC_000964.3,1245808,1246818,-,thiF,BSU11700,NP_389052.1,336,adenylate transferase and sulfur transferase (thiamine biosynthesis)
936415,chromosome,NC_000964.3,1246837,1247652,-,thiD,BSU11710,NP_389053.1,271,"phosphomethylpyrimidine kinase, 4-amino-5-hydroxymethyl-2-methylpyrimidine and 4-amino-5-hydroxymethyl-2-methylpyrimidine pyrophosphate kinase"
939379,chromosome,NC_000964.3,1247788,1248564,-,fabI,BSU11720,NP_389054.2,258,enoyl-acyl carrier protein reductase
939810,chromosome,NC_000964.3,1248665,1249348,-,cotO,BSU11730,NP_389055.1,227,spore outer coat protein
936418,chromosome,NC_000964.3,1249442,1249888,-,cotZ,BSU11740,NP_389056.1,148,"spore coat protein (insoluble fraction, crust layer)"
939383,chromosome,NC_000964.3,1250016,1250504,-,cotY,BSU11750,NP_389057.1,162,"outer spore coat protein (crust layer, insoluble fraction)"
936417,chromosome,NC_000964.3,1250656,1251174,-,cotX,BSU11760,NP_389058.1,172,spore coat protein (insoluble fraction)
939374,chromosome,NC_000964.3,1251273,1251590,-,cotW,BSU11770,NP_389059.1,105,spore coat protein (outemost layer)
939385,chromosome,NC_000964.3,1251631,1252017,-,cotV,BSU11780,NP_389060.1,128,spore coat protein (insoluble fraction)
936428,chromosome,NC_000964.3,1252177,1252533,-,yjcA,BSU11790,NP_389061.1,118,sporulation-specific protein
8303173,chromosome,NC_000964.3,1252815,1253021,-,yjzK,BSU11799,YP_003097704.1,68,conserved hypothetical protein
37862834,chromosome,NC_000964.3,1252858,1253073,-,yjcB,BSU11800,YP_009513951.1,71,sporulation-specific protein
8303203,chromosome,NC_000964.3,1253103,1253252,-,yjcZ,BSU11809,YP_003097705.1,49,putative type I toxin
939384,chromosome,NC_000964.3,1253385,1253639,-,spoVIF,BSU11810,NP_389063.2,84,sporulation-specific protein needed for heat resistance
939813,chromosome,NC_000964.3,1253713,1255992,-,yjcD,BSU11820,NP_389064.3,759,putative ATP-dependent DNA helicase (sporulation associated)
8303175,chromosome,NC_000964.3,1256109,1256363,-,yjzE,BSU11839,YP_003097706.1,84,hypothetical protein BSU_11839
939387,chromosome,NC_000964.3,1256436,1256858,-,yjcF,BSU11840,NP_389066.1,140,putative acetyltransferase
939822,chromosome,NC_000964.3,1256862,1257377,-,yjcG,BSU11850,NP_389067.1,171,putative RNA ligase or phosphoesterase
936425,chromosome,NC_000964.3,1257414,1258136,-,yjcH,BSU11860,NP_389068.1,240,putative stress-related hydrolase
939812,chromosome,NC_000964.3,1258492,1259613,-,metI,BSU11870,NP_389069.1,373,cystathionine gamma-synthase and O-acetylhomoserine thiolyase
936424,chromosome,NC_000964.3,1259606,1260778,-,metC,BSU11880,NP_389070.1,390,cystathionine beta-lyase
939406,chromosome,NC_000964.3,1260811,1261356,-,yjcK,BSU11890,NP_389071.1,181,putative ribosomal-protein-alanine N-acetyltransferase
936434,chromosome,NC_000964.3,1261426,1262616,-,yjcL,BSU11900,NP_389072.1,396,putative integral inner membrane protein; possibly aquaporin-related
939395,chromosome,NC_000964.3,1263702,1264931,-,yjcM,BSU11910,NP_389073.1,409,conserved hypothetical protein; phage island
939817,chromosome,NC_000964.3,1265057,1265377,-,yjcN,BSU11920,NP_389074.1,106,conserved hypothetical protein; phage island
8303198,chromosome,NC_000964.3,1265530,1265661,-,yjzF,BSU11928,YP_003097707.1,43,conserved hypothetical protein
8303177,chromosome,NC_000964.3,1265677,1265850,-,yjzG,BSU11929,YP_003097708.1,57,hypothetical protein BSU_11929
936430,chromosome,NC_000964.3,1265887,1266348,-,yjcO,BSU11930,NP_389075.1,153,putative DNA binding protein; phage island
936429,chromosome,NC_000964.3,1266614,1267117,-,yjcP,BSU11940,NP_389076.1,167,conserved hypothetical protein: phage island
939821,chromosome,NC_000964.3,1267129,1267413,-,yjcQ,BSU11950,NP_389077.1,94,conserved hypothetical protein; phage island
936443,chromosome,NC_000964.3,1267574,1268101,-,yjcR,BSU11960,NP_389078.1,175,putative phage-related nucleic acid binding terminase small subunit; phage island
939400,chromosome,NC_000964.3,1268275,1268592,-,yjcS,BSU11970,NP_389079.1,105,conserved hypothetical protein; phage island
939818,chromosome,NC_000964.3,1268829,1269584,-,yjdA,BSU11980,NP_389080.1,251,putative acyl-carrier protein oxidoreductase; phage island
936431,chromosome,NC_000964.3,1269733,1270080,-,yjdB,BSU11990,NP_389081.1,115,putative exported protein; phage island
939394,chromosome,NC_000964.3,1270631,1272577,-,manR,BSU12000,NP_389082.2,648,transcriptional DNA-binding activator
936437,chromosome,NC_000964.3,1272725,1274677,-,manP,BSU12010,NP_389083.2,650,phosphotransferase system (PTS) mannose-specific enzyme IIBCA component
939393,chromosome,NC_000964.3,1274692,1275639,-,manA,BSU12020,NP_389084.1,315,mannose-6 phosphate isomerase; cupin family
939820,chromosome,NC_000964.3,1275809,1276291,-,yjdF,BSU12030,NP_389085.1,160,conserved hypothetical protein
936436,chromosome,NC_000964.3,1276337,1276843,-,yjdG,BSU12040,NP_389086.1,168,putative acetyltransferase
939819,chromosome,NC_000964.3,1277062,1277457,-,yjdH,BSU12050,NP_389087.2,131,putative spore coat protein
936435,chromosome,NC_000964.3,1277686,1278165,-,trnE,BSU12060,NP_389088.1,159,cys-tRNApro deacetylase; tRNA editing
8303219,chromosome,NC_000964.3,1278205,1278399,-,yjzH,BSU12069,YP_003097709.1,64,conserved hypothetical protein
936449,chromosome,NC_000964.3,1278565,1278894,-,yjdJ,BSU12070,NP_389089.1,109,conserved hypothetical protein
939825,chromosome,NC_000964.3,1279514,1280503,-,ctaO,BSU12080,NP_389090.2,329,minor protoheme IX farnesyltransferase 1 (heme O synthase)
939403,chromosome,NC_000964.3,1280626,1280874,-,cotT,BSU12090,NP_389091.2,82,spore coat protein (inner coat)
936440,chromosome,NC_000964.3,1281128,1282531,-,pdaC,BSU12100,NP_389092.1,467,N-acetylmuramic acid deacetylase
939830,chromosome,NC_000964.3,1282571,1283044,-,yjfA,BSU12110,NP_389093.1,157,conserved hypothetical protein
936446,chromosome,NC_000964.3,1283169,1283336,-,yjfB,BSU12120,NP_389094.1,55,conserved hypothetical protein
939398,chromosome,NC_000964.3,1283463,1284362,-,yjfC,BSU12130,NP_389095.2,299,conserved hypothetical protein
939397,chromosome,NC_000964.3,1284371,1284769,-,yjgA,BSU12140,NP_389096.1,132,conserved membrane protein
936448,chromosome,NC_000964.3,1284870,1285445,-,yjgB,BSU12150,NP_389097.1,191,putative exported protein
939396,chromosome,NC_000964.3,1285591,1288548,-,yjgC,BSU12160,NP_389098.1,985,putative molybdoenzyme; putative formate dehydrogenase
939826,chromosome,NC_000964.3,1288541,1289101,-,yjgD,BSU12170,NP_389099.1,186,conserved hypothetical protein
936457,chromosome,NC_000964.3,1289298,1289939,-,yjhA,BSU12180,NP_389100.1,213,putative lipoprotein
939419,chromosome,NC_000964.3,1290018,1290644,-,yjhB,BSU12190,NP_389101.2,208,putative ADP-ribose pyrophosphatase
939399,chromosome,NC_000964.3,1290675,1290953,-,yjiA,BSU12200,NP_389102.1,92,hypothetical protein BSU_12200
936452,chromosome,NC_000964.3,1291344,1292534,-,cypE,BSU12210,NP_389103.1,396,"cytochrome P450 CYP109B1, monooxygenase"
939402,chromosome,NC_000964.3,1292557,1293735,-,ppuG,BSU12220,NP_389104.1,392,"polyphenols TDP-rhamnosyltransferase, promiscuous"
8302936,chromosome,NC_000964.3,1293776,1293964,-,yjzI,BSU12229,YP_003097710.1,62,putative phage protein
939823,chromosome,NC_000964.3,1294138,1294950,-,yjjA,BSU12230,NP_389105.1,270,putative enzyme
936453,chromosome,NC_000964.3,1294996,1295748,-,yjkA,BSU12240,NP_389106.1,250,putative ABC transporter (permease)
